timestamp,sumTotal,hidraulico,termico,nuclear,renovable,importacion,fecha,hora
2024-07-31T12:35:00.000-0300,19630.8,5084.7,8263.6,1682.0,2445.3,2155.2,2024-07-31,12:35:00
2024-07-31T12:40:00.000-0300,19725.0,5128.9,8270.0,1677.8,2494.5,2153.8,2024-07-31,12:40:00
2024-07-31T12:45:00.000-0300,19521.0,4977.7,8264.4,1673.7,2451.4,2153.8,2024-07-31,12:45:00
2024-07-31T12:50:00.000-0300,19548.6,5009.3,8302.7,1683.6,2399.2,2153.8,2024-07-31,12:50:00
2024-07-31T12:55:00.000-0300,19521.2,5012.3,8283.5,1679.4,2392.2,2153.8,2024-07-31,12:55:00
2024-07-31T13:00:00.000-0300,19250.6,4794.4,8242.1,1676.2,2384.1,2153.8,2024-07-31,13:00:00
2024-07-31T13:05:00.000-0300,19225.3,4744.4,8192.1,1683.1,2451.9,2153.8,2024-07-31,13:05:00
2024-07-31T13:10:00.000-0300,19374.0,4811.8,8261.4,1681.3,2465.5,2154.0,2024-07-31,13:10:00
2024-07-31T13:15:00.000-0300,19141.0,4655.7,8252.4,1675.1,2404.0,2153.8,2024-07-31,13:15:00
2024-07-31T13:20:00.000-0300,19124.7,4654.4,8204.6,1679.6,2433.7,2152.4,2024-07-31,13:20:00
2024-07-31T13:25:00.000-0300,19013.3,4599.2,8177.9,1679.2,2403.2,2153.8,2024-07-31,13:25:00
2024-07-31T13:30:00.000-0300,18975.5,4467.3,8230.4,1680.2,2454.7,2142.9,2024-07-31,13:30:00
2024-07-31T13:35:00.000-0300,18819.8,4438.0,8180.7,1677.2,2381.0,2142.9,2024-07-31,13:35:00
2024-07-31T13:40:00.000-0300,18981.6,4609.0,8185.1,1677.2,2366.1,2144.2,2024-07-31,13:40:00
2024-07-31T13:45:00.000-0300,18821.2,4504.9,8152.2,1681.9,2337.9,2144.3,2024-07-31,13:45:00
2024-07-31T13:50:00.000-0300,18725.2,4388.5,8135.4,1674.2,2384.2,2142.9,2024-07-31,13:50:00
2024-07-31T13:55:00.000-0300,18784.7,4435.1,8129.6,1677.0,2400.1,2142.9,2024-07-31,13:55:00
2024-07-31T14:00:00.000-0300,18677.5,4303.4,8121.9,1676.6,2431.3,2144.3,2024-07-31,14:00:00
2024-07-31T14:05:00.000-0300,18838.7,4516.7,8113.7,1671.6,2392.4,2144.3,2024-07-31,14:05:00
2024-07-31T14:10:00.000-0300,18808.0,4445.9,8112.7,1680.1,2425.1,2144.2,2024-07-31,14:10:00
2024-07-31T14:15:00.000-0300,18685.6,4338.0,8083.1,1672.0,2448.3,2144.2,2024-07-31,14:15:00
2024-07-31T14:20:00.000-0300,18746.0,4315.9,8119.5,1673.9,2492.5,2144.2,2024-07-31,14:20:00
2024-07-31T14:25:00.000-0300,18766.5,4354.7,8110.9,1676.7,2481.3,2142.9,2024-07-31,14:25:00
2024-07-31T14:30:00.000-0300,18625.4,4204.9,8102.7,1675.5,2498.1,2144.2,2024-07-31,14:30:00
2024-07-31T14:35:00.000-0300,18772.7,4373.9,8072.3,1679.1,2503.2,2144.2,2024-07-31,14:35:00
2024-07-31T14:40:00.000-0300,18783.0,4401.9,8082.0,1672.9,2482.0,2144.2,2024-07-31,14:40:00
2024-07-31T14:45:00.000-0300,18784.7,4430.6,8087.5,1675.3,2448.4,2142.9,2024-07-31,14:45:00
2024-07-31T14:50:00.000-0300,18676.0,4320.1,8088.3,1680.4,2444.3,2142.9,2024-07-31,14:50:00
2024-07-31T14:55:00.000-0300,18617.4,4248.0,8076.8,1680.1,2468.3,2144.2,2024-07-31,14:55:00
2024-07-31T15:00:00.000-0300,18405.8,4001.0,8073.0,1680.3,2507.2,2144.3,2024-07-31,15:00:00
2024-07-31T15:05:00.000-0300,18414.1,3872.3,8103.1,1680.7,2613.8,2144.2,2024-07-31,15:05:00
2024-07-31T15:10:00.000-0300,18472.5,3897.0,8116.9,1677.8,2636.6,2144.2,2024-07-31,15:10:00
2024-07-31T15:15:00.000-0300,18369.7,3794.9,8162.3,1674.5,2593.8,2144.2,2024-07-31,15:15:00
2024-07-31T15:20:00.000-0300,18522.8,4066.3,8149.5,1671.9,2490.9,2144.2,2024-07-31,15:20:00
2024-07-31T15:25:00.000-0300,18387.6,3974.6,8155.9,1672.1,2439.4,2145.6,2024-07-31,15:25:00
2024-07-31T15:30:00.000-0300,18378.6,4072.4,8132.0,1673.8,2356.1,2144.3,2024-07-31,15:30:00
2024-07-31T15:35:00.000-0300,18504.3,4260.3,8167.5,1673.5,2258.8,2144.2,2024-07-31,15:35:00
2024-07-31T15:40:00.000-0300,18393.0,4233.8,8144.5,1673.3,2197.2,2144.2,2024-07-31,15:40:00
2024-07-31T15:45:00.000-0300,18342.1,4223.9,8116.3,1674.5,2183.1,2144.3,2024-07-31,15:45:00
2024-07-31T15:50:00.000-0300,18260.6,4233.0,8137.3,1677.8,2165.3,2047.2,2024-07-31,15:50:00
2024-07-31T15:55:00.000-0300,18246.7,4427.7,8117.6,1674.1,2126.4,1900.9,2024-07-31,15:55:00
2024-07-31T16:00:00.000-0300,18101.0,4395.0,8106.2,1673.7,2146.9,1779.2,2024-07-31,16:00:00
2024-07-31T16:05:00.000-0300,18186.9,4603.8,8135.2,1676.3,2125.0,1646.6,2024-07-31,16:05:00
2024-07-31T16:10:00.000-0300,18130.0,4662.5,8230.1,1677.2,2058.6,1501.6,2024-07-31,16:10:00
2024-07-31T16:15:00.000-0300,18172.2,4890.3,8213.7,1675.1,2080.1,1313.0,2024-07-31,16:15:00
2024-07-31T16:20:00.000-0300,18305.9,5197.2,8214.1,1672.0,2053.2,1169.4,2024-07-31,16:20:00
2024-07-31T16:25:00.000-0300,18136.5,5170.6,8196.6,1673.0,2121.0,975.3,2024-07-31,16:25:00
