fecha,sumTotal,hidraulico,termico,nuclear,renovable,importacion
2024-08-15T00:00:00.000-0300,17453.8,4553.6,8446.5,1022.9,1639.8,1791.0
2024-08-15T00:05:00.000-0300,17285.2,4259.8,8430.6,1020.6,1637.7,1936.5
2024-08-15T00:10:00.000-0300,17037.7,4049.2,8383.8,1017.6,1642.1,1945.0
2024-08-15T00:15:00.000-0300,16965.9,3933.2,8411.1,1015.2,1657.8,1948.6
2024-08-15T00:20:00.000-0300,16680.2,3664.1,8381.9,1021.0,1658.5,1954.7
2024-08-15T00:25:00.000-0300,16559.4,3561.4,8340.0,1022.8,1657.5,1977.7
2024-08-15T00:30:00.000-0300,16413.5,3446.7,8311.5,1016.1,1658.4,1980.8
2024-08-15T00:35:00.000-0300,16414.4,3489.0,8235.5,1020.6,1674.1,1995.2
2024-08-15T00:40:00.000-0300,16324.0,3456.1,8152.1,1021.7,1688.9,2005.2
2024-08-15T00:45:00.000-0300,16125.8,3296.2,8113.4,1021.4,1667.9,2026.9
2024-08-15T00:50:00.000-0300,15999.6,3127.2,8173.6,1020.1,1647.4,2031.3
2024-08-15T00:55:00.000-0300,15915.0,3050.9,8159.9,1021.0,1633.6,2049.6
