fecha,sumTotal,hidraulico,termico,nuclear,renovable,importacion
2024-08-17T00:00:00.000-0300,18000.1,4419.4,9170.7,1014.4,2121.7,1273.9
2024-08-17T00:05:00.000-0300,17644.3,4125.6,9133.2,1015.2,2109.9,1260.4
2024-08-17T00:10:00.000-0300,17571.8,4065.4,9123.3,1014.5,2109.6,1259.0
2024-08-17T00:15:00.000-0300,17608.0,4116.9,9120.9,1014.4,2094.1,1261.7
2024-08-17T00:20:00.000-0300,17581.0,4152.7,9066.0,1018.1,2071.6,1272.6
2024-08-17T00:25:00.000-0300,17467.3,4074.2,9017.1,1012.1,2090.4,1273.5
2024-08-17T00:30:00.000-0300,17398.4,3989.4,9010.8,1013.7,2103.6,1280.9
2024-08-17T00:35:00.000-0300,17298.3,3891.8,8955.9,1015.9,2131.4,1303.3
2024-08-17T00:40:00.000-0300,17057.1,3788.1,8780.7,1014.8,2160.8,1312.7
2024-08-17T00:45:00.000-0300,16995.0,3921.9,8566.9,1011.4,2185.3,1309.5
2024-08-17T00:50:00.000-0300,16848.1,4046.4,8308.5,1017.0,2163.9,1312.3
2024-08-17T00:55:00.000-0300,16594.2,3976.5,8140.2,1012.3,2164.8,1300.4
