fecha,sumTotal,hidraulico,termico,nuclear,renovable,importacion
2024-08-14T00:00:00.000-0300,18272.2,3571.2,9809.1,1022.3,1995.4,1874.2
2024-08-14T00:05:00.000-0300,18008.1,3520.2,9561.9,1019.1,2019.5,1887.4
2024-08-14T00:10:00.000-0300,17831.7,3435.7,9446.6,1018.8,2015.6,1915.0
2024-08-14T00:15:00.000-0300,17693.0,3423.1,9308.1,1019.3,2035.4,1907.1
2024-08-14T00:20:00.000-0300,17414.8,3388.9,9031.0,1022.4,2053.9,1918.6
2024-08-14T00:25:00.000-0300,17326.6,3377.5,8848.7,1022.5,2058.0,2019.9
2024-08-14T00:30:00.000-0300,17129.9,3272.8,8603.6,1022.0,2066.6,2164.9
2024-08-14T00:35:00.000-0300,17095.6,3295.2,8519.7,1017.4,2069.7,2193.6
2024-08-14T00:40:00.000-0300,16968.2,3213.2,8437.4,1021.5,2090.0,2206.1
2024-08-14T00:45:00.000-0300,16783.4,3084.1,8335.1,1021.2,2129.4,2213.6
2024-08-14T00:50:00.000-0300,16789.0,3038.5,8361.8,1017.4,2172.2,2199.1
