fecha,sumTotal,hidraulico,termico,nuclear,renovable,importacion
2024-08-20T00:00:00.000-0300,18412.8,4169.2,9215.6,1019.3,1538.8,2469.9
2024-08-20T00:05:00.000-0300,18241.7,3897.5,9107.4,1013.6,1529.5,2693.7
2024-08-20T00:10:00.000-0300,18140.9,3820.7,8936.4,1017.8,1509.7,2856.3
2024-08-20T00:15:00.000-0300,17926.9,3433.2,9003.8,1019.0,1500.4,2970.5
2024-08-20T00:20:00.000-0300,17657.7,3185.2,8965.2,1019.1,1496.3,2991.9
2024-08-20T00:25:00.000-0300,17525.1,3092.0,8874.6,1018.2,1515.7,3024.6
2024-08-20T00:30:00.000-0300,17437.8,3086.2,8833.1,1017.3,1476.8,3024.4
2024-08-20T00:35:00.000-0300,17303.1,2996.7,8810.2,1017.4,1457.2,3021.6
2024-08-20T00:40:00.000-0300,17265.7,2994.6,8795.8,1016.2,1430.6,3028.5
2024-08-20T00:45:00.000-0300,17051.2,2959.1,8643.8,1012.8,1413.0,3022.5
2024-08-20T00:50:00.000-0300,16984.9,2739.1,8785.0,1011.2,1417.2,3032.4
2024-08-20T00:55:00.000-0300,16804.2,2655.2,8647.1,1010.8,1423.0,3068.1
2024-08-20T01:00:00.000-0300,16755.6,2601.8,8634.1,1008.5,1416.8,3094.4
2024-08-20T01:05:00.000-0300,16504.3,2384.6,8602.5,1009.3,1398.0,3109.9
2024-08-20T01:10:00.000-0300,16490.6,2355.3,8602.3,1011.8,1404.5,3116.7
2024-08-20T01:15:00.000-0300,16406.8,2293.1,8572.0,1008.7,1398.2,3134.8
2024-08-20T01:20:00.000-0300,16298.2,2218.7,8540.9,1009.0,1387.3,3142.3
2024-08-20T01:25:00.000-0300,16098.0,1969.2,8607.3,1011.1,1398.6,3111.8
2024-08-20T01:30:00.000-0300,16016.4,1976.6,8505.6,1008.7,1403.1,3122.4
2024-08-20T01:35:00.000-0300,16103.6,2046.5,8456.0,1008.8,1405.0,3187.3
2024-08-20T01:40:00.000-0300,15876.6,1900.6,8393.2,1009.2,1416.9,3156.7
2024-08-20T01:45:00.000-0300,15839.4,1838.3,8408.6,1006.2,1409.7,3176.6
2024-08-20T01:50:00.000-0300,15822.8,1832.2,8395.9,1008.1,1424.0,3162.6
2024-08-20T01:55:00.000-0300,15709.2,1841.0,8325.3,1014.3,1433.5,3095.1
2024-08-20T02:00:00.000-0300,15658.8,1655.3,8387.3,1010.5,1435.2,3170.5
2024-08-20T02:05:00.000-0300,15518.4,1470.3,8364.4,1015.7,1442.4,3225.6
2024-08-20T02:10:00.000-0300,15511.2,1463.0,8347.7,1014.2,1449.4,3236.9
2024-08-20T02:15:00.000-0300,15498.7,1471.3,8357.9,1008.5,1425.7,3235.3
2024-08-20T02:20:00.000-0300,15357.8,1427.2,8297.7,1007.1,1440.2,3185.6
2024-08-20T02:25:00.000-0300,15359.3,1437.5,8264.5,1008.7,1463.1,3185.5
2024-08-20T02:30:00.000-0300,15287.3,1442.3,8247.4,1009.5,1461.2,3126.9
2024-08-20T02:35:00.000-0300,15314.1,1508.5,8356.8,1012.6,1479.5,2956.7
2024-08-20T02:40:00.000-0300,15214.7,1422.9,8245.1,1017.1,1508.4,3021.2
2024-08-20T02:45:00.000-0300,15274.1,1505.8,8330.3,1017.2,1503.4,2917.4
2024-08-20T02:50:00.000-0300,15411.0,1446.6,8304.9,1017.1,1477.5,3164.9
2024-08-20T02:55:00.000-0300,15325.5,1445.0,8289.3,1013.9,1461.8,3115.5
2024-08-20T03:00:00.000-0300,15415.3,1478.4,8294.8,1010.2,1444.1,3187.8
2024-08-20T03:05:00.000-0300,15407.8,1439.9,8274.3,1013.6,1442.2,3237.8
2024-08-20T03:10:00.000-0300,15278.9,1424.8,8256.5,1016.9,1444.1,3136.6
2024-08-20T03:15:00.000-0300,15112.7,1461.6,8264.2,1012.7,1431.8,2942.4
2024-08-20T03:20:00.000-0300,15143.0,1467.2,8281.9,1016.7,1444.6,2932.6
2024-08-20T03:25:00.000-0300,15244.7,1460.3,8266.7,1015.5,1461.4,3040.8
2024-08-20T03:30:00.000-0300,15013.5,1390.1,8150.7,1016.1,1470.4,2986.2
2024-08-20T03:35:00.000-0300,15086.8,1492.8,8251.7,1013.6,1484.7,2844.0
2024-08-20T03:40:00.000-0300,15102.4,1470.9,8266.8,1014.0,1494.5,2856.2
2024-08-20T03:45:00.000-0300,15248.1,1423.8,8276.6,1013.4,1497.7,3036.6
2024-08-20T03:50:00.000-0300,15205.9,1510.0,8278.1,1019.5,1497.2,2901.1
2024-08-20T03:55:00.000-0300,15186.8,1445.8,8274.1,1019.2,1509.9,2937.8
2024-08-20T04:00:00.000-0300,15053.7,1421.5,8255.5,1018.0,1501.9,2856.8
2024-08-20T04:05:00.000-0300,15064.3,1445.0,8283.2,1017.2,1488.6,2830.3
2024-08-20T04:10:00.000-0300,15121.6,1457.7,8316.1,1018.9,1489.7,2839.2
2024-08-20T04:15:00.000-0300,15117.8,1430.8,8296.5,1017.8,1488.9,2883.8
2024-08-20T04:20:00.000-0300,15141.7,1449.2,8310.2,1013.4,1487.0,2881.9
2024-08-20T04:25:00.000-0300,15170.7,1436.3,8293.8,1013.5,1497.9,2929.2
2024-08-20T04:30:00.000-0300,15026.4,1416.9,8251.2,1016.4,1500.3,2841.6
2024-08-20T04:35:00.000-0300,15021.1,1433.5,8231.2,1019.0,1492.0,2845.4
2024-08-20T04:40:00.000-0300,15187.6,1512.8,8299.5,1021.5,1498.3,2855.5
2024-08-20T04:45:00.000-0300,15209.9,1478.8,8285.4,1018.6,1495.2,2931.9
2024-08-20T04:50:00.000-0300,15280.4,1513.9,8322.3,1017.8,1495.6,2930.8
2024-08-20T04:55:00.000-0300,15228.7,1435.3,8292.9,1018.8,1457.2,3024.5
2024-08-20T05:00:00.000-0300,15158.9,1483.8,8299.9,1017.1,1471.8,2886.3
2024-08-20T05:05:00.000-0300,15145.8,1400.8,8270.2,1016.0,1488.2,2970.6
2024-08-20T05:10:00.000-0300,15186.5,1470.7,8265.3,1014.4,1508.9,2927.2
2024-08-20T05:15:00.000-0300,15289.4,1456.1,8297.2,1013.5,1532.5,2990.1
2024-08-20T05:20:00.000-0300,15303.1,1454.9,8253.2,1012.2,1535.1,3047.7
2024-08-20T05:25:00.000-0300,15286.1,1465.2,8308.8,1011.6,1485.7,3014.8
2024-08-20T05:30:00.000-0300,15322.6,1451.2,8342.5,1015.5,1462.1,3051.3
2024-08-20T05:35:00.000-0300,15411.6,1465.3,8320.3,1015.0,1460.9,3150.1
2024-08-20T05:40:00.000-0300,15473.1,1435.6,8308.9,1018.1,1451.9,3258.6
2024-08-20T05:45:00.000-0300,15608.7,1441.6,8290.2,1022.4,1443.2,3411.3
2024-08-20T05:50:00.000-0300,15533.2,1475.4,8288.9,1014.9,1449.3,3304.7
2024-08-20T05:55:00.000-0300,15653.6,1457.7,8368.7,1017.0,1483.4,3326.8
2024-08-20T06:00:00.000-0300,15718.4,1447.4,8387.6,1018.2,1496.7,3368.5
2024-08-20T06:05:00.000-0300,15951.2,1482.2,8490.8,1013.6,1510.2,3454.4
2024-08-20T06:10:00.000-0300,16227.4,1670.2,8497.2,1022.7,1508.8,3528.5
2024-08-20T06:15:00.000-0300,16380.9,2021.4,8473.5,1019.0,1512.2,3354.8
2024-08-20T06:20:00.000-0300,16458.1,2082.5,8552.8,1016.9,1556.6,3249.3
2024-08-20T06:25:00.000-0300,16717.9,2544.8,8609.8,1023.0,1561.3,2979.0
2024-08-20T06:30:00.000-0300,16856.9,2625.7,8535.6,1015.9,1562.9,3116.8
2024-08-20T06:35:00.000-0300,17050.4,2729.7,8638.6,1020.3,1595.1,3066.7
2024-08-20T06:40:00.000-0300,17165.5,2863.1,8612.4,1021.8,1615.7,3052.5
2024-08-20T06:45:00.000-0300,17433.0,3172.8,8639.5,1023.1,1582.9,3014.7
2024-08-20T06:50:00.000-0300,17454.5,3200.9,8672.7,1022.4,1515.5,3043.0
