fecha,sumTotal,hidraulico,termico,nuclear,renovable,importacion
2024-08-13T00:00:00.000-0300,19162.2,4362.2,9320.9,1020.8,3209.6,1248.7
2024-08-13T00:05:00.000-0300,18934.9,4232.4,9059.4,1026.6,3229.7,1386.8
2024-08-13T00:10:00.000-0300,18934.6,4184.1,9009.2,1018.4,3256.8,1466.1
2024-08-13T00:15:00.000-0300,18608.1,3934.0,8849.9,1026.5,3331.6,1466.1
2024-08-13T00:20:00.000-0300,18581.9,3804.9,8895.4,1024.4,3384.2,1473.0
2024-08-13T00:25:00.000-0300,18353.7,3671.0,8819.2,1026.4,3364.1,1473.0
2024-08-13T00:30:00.000-0300,18283.1,3610.8,8791.6,1022.1,3385.6,1473.0
2024-08-13T00:35:00.000-0300,17957.9,3180.8,8745.5,1024.5,3384.5,1622.6
2024-08-13T00:40:00.000-0300,17789.5,3062.8,8696.2,1021.3,3373.9,1635.3
2024-08-13T00:45:00.000-0300,17772.4,3132.8,8692.2,1018.5,3330.3,1598.6
2024-08-13T00:50:00.000-0300,17659.0,3130.9,8524.0,1017.0,3314.3,1672.8
2024-08-13T00:55:00.000-0300,17487.1,2882.1,8433.1,1026.3,3397.6,1748.0
